label;review
negative;conclusionn unit poorly constructed dependable produce loud enough alarm provide adequate intrusion
positive;one point noticed entire clockradio extremely hot noticed smelled like melting plastic
negative;disappointed lasted two weeks stopped working completely new batteries red light would
positive;dead arrival remote would get extremely hot battery installed metal prongs batteries
negative;cute product cheaply made bought one daughterit worked 2 weeks exchanged another
positive;possibly heatrelated problem unit become extremely hot touch 15 minutes use im
positive;coming home office awoke smell something burning sure enough battery backup unitnnwhat
positive;device rated 500 gets hot burning smell 180 load blew three weeks
positive;snap wall outlet causing risk electric shock someone smart enough know shouldnt
negative;crap works maybe two chargers lucky mine lasted two charges next time
negative;purchased headphones run workout extremely disappointed quality purchasing sports earphones sony nike
positive;loud pop filled car smell something burning draw line combustion never buy
positive;heard humming smelled smell electrical fire transformer touching burning hot couldnt keep
negative;lasted 2 seconds plugged 220v outlet asia started smoking right away waste
positive;case saturated smell cigarette smoke weve god didnt burn house downnevery time
positive;plugged phone powered device got extremely hot wouldnt charge cooled way instructions
negative;particular model addition dscp32 also sony products including two digital cameras wega
positive;cooling indoors began emit burned resistor smell picked hot touch good signs
negative;unit would play first region b disc tried returned movie bfg came
positive;kindle noticed case causing kindle extremely hot immediately take thisnsorry case unfortunately
